Tempo (s),Posi��o X (m),Posi��o Y (m)
41.37,0.095486,0.625316
41.39,0.09579,0.625615
41.41,0.095768,0.625813
41.42,0.095773,0.625944
41.44,0.095638,0.626049
41.46,0.095874,0.626228
41.47,0.095652,0.626512
41.49,0.095792,0.626391
41.51,0.095679,0.626798
41.52,0.09562,0.626862
41.54,0.095521,0.626984
41.56,0.095556,0.627101
41.57,0.095604,0.627262
41.59,0.095522,0.627374
41.61,0.095333,0.627586
41.62,0.095621,0.627551
41.64,0.095565,0.627682
41.66,0.095634,0.627774
41.67,0.095436,0.627845
41.69,0.095523,0.628209
41.99,0.096101,0.631385
42.02,0.096048,0.631414
42.04,0.096159,0.631493
42.06,0.096171,0.631662
42.07,0.096227,0.631682
42.09,0.096189,0.632124
42.11,0.096006,0.63228
42.12,0.096198,0.632237
42.14,0.096059,0.632315
42.16,0.096,0.632607
42.17,0.096329,0.632845
42.19,0.096318,0.632959
42.21,0.096604,0.63319
42.22,0.096405,0.633603
42.24,0.096564,0.63362
42.26,0.096737,0.633898
42.27,0.09651,0.63395
42.29,0.096651,0.63393
42.31,0.096559,0.634129
42.32,0.096576,0.634123
42.34,0.096647,0.634339
42.36,0.096524,0.634526
42.37,0.09655,0.634653
42.39,0.096594,0.634819
42.41,0.096505,0.634997
42.42,0.096444,0.635062
42.44,0.096518,0.635027
42.46,0.096337,0.635203
42.48,0.096494,0.635232
42.49,0.096596,0.635407
42.51,0.096364,0.635647
42.53,0.096337,0.635712
42.54,0.096243,0.635537
42.56,0.096293,0.635677
42.58,0.096326,0.635714
42.59,0.096137,0.635816
42.61,0.096306,0.635989
42.63,0.096225,0.63596
42.64,0.096159,0.636101
42.66,0.096072,0.636423
42.68,0.096153,0.636452
42.69,0.096069,0.636696
42.71,0.096013,0.636816
42.73,0.096105,0.636924
42.74,0.09608,0.637068
42.76,0.096057,0.637134
42.78,0.096135,0.637437
42.79,0.096127,0.637639
42.81,0.096288,0.637645
42.83,0.096196,0.6377
42.84,0.096101,0.637993
42.88,0.096248,0.638319
43.19,0.096622,0.641853
43.21,0.0966,0.642095
43.23,0.096626,0.642485
43.24,0.096734,0.642418
43.26,0.097158,0.642455
43.28,0.097172,0.642699
43.29,0.096936,0.643064
43.31,0.096929,0.643265
43.33,0.097226,0.64347
43.34,0.096933,0.643487
43.36,0.096999,0.643755
43.38,0.096803,0.644003
43.39,0.097034,0.643848
43.41,0.097133,0.644296
43.43,0.096903,0.644521
43.44,0.096943,0.644685
43.46,0.096959,0.644733
43.48,0.09697,0.644939
43.49,0.097113,0.64489
43.51,0.097032,0.645121
43.53,0.097041,0.645224
43.54,0.096799,0.645183
43.56,0.096798,0.645328
43.58,0.096758,0.645448
43.59,0.096685,0.645868
43.61,0.096685,0.645927
43.63,0.096557,0.646325
43.66,0.096419,0.646463
43.68,0.096528,0.646661
43.69,0.096469,0.646753
43.71,0.096698,0.646976
43.73,0.096593,0.647185
43.74,0.096592,0.647463
43.76,0.096681,0.647386
43.78,0.096592,0.647723
43.81,0.096525,0.64779
43.83,0.096452,0.647999
44.14,0.09741,0.651948
44.16,0.09795,0.652238
44.18,0.097634,0.652353
44.19,0.097379,0.65251
44.21,0.097514,0.652856
44.23,0.097904,0.653054
44.24,0.098179,0.653252
44.26,0.097788,0.653146
44.28,0.097441,0.653293
44.29,0.097714,0.653416
44.31,0.097729,0.653762
44.33,0.097609,0.653929
44.34,0.097709,0.654085
44.36,0.09786,0.654114
44.38,0.0978,0.654245
44.39,0.097595,0.654683
44.41,0.097697,0.65472
44.43,0.097643,0.654818
44.44,0.097651,0.655021
44.46,0.09762,0.655104
44.48,0.097508,0.655129
44.49,0.097634,0.655089
44.51,0.097505,0.655163
44.53,0.097316,0.655171
44.54,0.097388,0.655481
44.56,0.097537,0.65546
44.58,0.097453,0.655721
44.59,0.09731,0.656013
44.61,0.097315,0.656166
44.63,0.097072,0.656514
44.64,0.097213,0.656509
44.66,0.097171,0.656688
44.68,0.097335,0.656924
44.69,0.097276,0.657142
44.71,0.097434,0.65723
44.73,0.09716,0.657374
44.74,0.097333,0.657542
45.16,0.097903,0.662438
45.18,0.097968,0.6628
45.19,0.098058,0.662862
45.21,0.098505,0.66308
45.23,0.098292,0.66313
45.24,0.098291,0.663298
45.26,0.098031,0.663784
45.28,0.098248,0.663838
