Tempo (s),X,Y,Z
1.1808108108108109,0.15347227027027027,0.1818835945945946,0.10433956756756757
1.1981756756756756,0.15429189189189188,0.1841260929054054,0.10448697635135135
1.2155405405405406,0.15529178378378378,0.18704184797297302,0.10459237837837838
1.2329054054054054,0.15596207094594594,0.19041289695945945,0.1052407668918919
1.2502702702702702,0.15639785135135134,0.1926842297297297,0.10547448648648648
1.2676351351351351,0.15677380067567567,0.19552200675675674,0.105533
1.285,0.15807975,0.19875474999999998,0.10544125
1.302364864864865,0.15857219594594596,0.20130059797297298,0.10595418243243243
1.3197297297297297,0.15928589189189188,0.20437875,0.10582802702702704
1.3370945945945945,0.16159599324324325,0.2071745422297297,0.10596372297297298
1.3544594594594594,0.16196613513513514,0.2093971587837838,0.10637506756756757
1.3718243243243242,0.16255334459459458,0.21354381925675672,0.10604098648648648
1.3891891891891892,0.16333821621621622,0.21610277702702704,0.10625978378378378
1.406554054054054,0.1638340743243243,0.21815857432432434,0.10604486486486486
1.423918918918919,0.16419998648648648,0.22209946959459465,0.10638883108108108
1.4412837837837837,0.16453342905405405,0.22515286824324324,0.1058533277027027
1.4586486486486485,0.16491989189189188,0.22726018918918917,0.1056683918918919
1.4760135135135135,0.1652152027027027,0.23074755743243244,0.10585910810810811
1.4933783783783783,0.16514094594594594,0.23379367905405404,0.10530135135135135
1.5107432432432433,0.1653290641891892,0.23629134797297296,0.1050320472972973
1.528108108108108,0.1653115135135135,0.23952077027027024,0.1046285945945946
1.545472972972973,0.16533994932432433,0.2425320641891892,0.10443677702702703
1.5628378378378378,0.1653853918918919,0.24523890878378377,0.1039375945945946
1.5802027027027026,0.16543920945945947,0.24838886148648645,0.10352677364864865
1.5975675675675676,0.1651144864864865,0.2512002094594594,0.10292997297297297
1.6149324324324323,0.16488309121621622,0.2540240827702702,0.10180445270270272
1.6322972972972973,0.1649051689189189,0.2571325236486487,0.10050701351351352
1.649662162162162,0.16430173986486485,0.2594374425675676,0.10060963175675676
1.6670270270270269,0.16418613513513514,0.26263326351351346,0.09961416216216218
1.6843918918918919,0.1640564695945946,0.2659794881756757,0.09831552027027027
1.7017567567567566,0.16362708783783783,0.26822129054054056,0.09773130405405406
1.7191216216216216,0.16337095608108107,0.27187049662162166,0.09732922972972972
1.7364864864864864,0.1632197837837838,0.27456241216216215,0.09654013513513514
1.7538513513513514,0.16282745945945945,0.2768964780405405,0.09613467905405405
1.7712162162162162,0.16255816216216218,0.2797235878378378,0.09554097297297297
1.788581081081081,0.1623336554054054,0.2830971385135135,0.09542636486486487
1.805945945945946,0.16200267567567567,0.28520934459459457,0.09467551351351351
1.8233108108108107,0.16122740540540542,0.2883636959459459,0.09364993243243244
1.8406756756756757,0.1600896418918919,0.2910349155405405,0.09319545945945945
1.8580405405405405,0.1598475878378378,0.29360706249999996,0.09292456756756758
1.8754054054054055,0.1602201081081081,0.29726144594594595,0.09231421621621622
1.8927702702702702,0.15919923986486487,0.29992555743243243,0.09189188513513513
1.910135135135135,0.15890464864864864,0.30211876013513517,0.09099940540540541
1.9275,0.15842124999999999,0.306064125,0.0902985
1.9448648648648648,0.1579554054054054,0.3091744391891892,0.08964913513513514
1.9622297297297298,0.15735035135135134,0.3112787601351351,0.08806016891891892
1.9795945945945945,0.1575190810810811,0.3152703175675675,0.08862789864864865
1.9969594594594595,0.15720250675675676,0.31771959121621624,0.08830481418918917
2.014324324324324,0.15689920270270272,0.32057889864864864,0.08696456756756757
2.0316891891891893,0.15708059459459459,0.3240671030405406,0.08668154391891891
2.049054054054054,0.15702502702702703,0.3272092195945946,0.08614485135135135
2.066418918918919,0.1564842804054054,0.3301558597972973,0.08596633783783784
2.0837837837837836,0.15646467567567568,0.3335192297297297,0.08607505405405405
2.101148648648649,0.15664637162162162,0.33645625,0.0856245608108108
2.1185135135135136,0.15630428378378378,0.33946801013513517,0.08524537837837838
2.1358783783783784,0.1563912837837838,0.3424021328828829,0.08521759459459459
2.153243243243243,0.15675924324324325,0.3452689256756757,0.08464683783783784
2.170608108108108,0.15630905405405407,0.3486213986486486,0.08391850337837838
2.187972972972973,0.1562570743243243,0.35158622635135134,0.08433265540540541
2.205337837837838,0.15625175675675676,0.3542226891891892,0.08390552702702703
2.2227027027027026,0.15627745945945945,0.3583213243243243,0.08283524324324323
2.2400675675675674,0.15615459121621622,0.3611653614864865,0.08272886148648648
2.257432432432432,0.1562575608108108,0.36323497972972973,0.08295026351351352
2.2747972972972974,0.15616625675675674,0.36778852871621626,0.0822948277027027
2.292162162162162,0.15577347297297298,0.3706170135135135,0.0821244054054054
2.309527027027027,0.1559534222972973,0.37256367229729725,0.08200719256756757
2.3268918918918917,0.15580191891891892,0.37717998648648643,0.08153858783783784
2.3442567567567565,0.15570636148648648,0.38000340540540534,0.08123528378378378
2.3616216216216217,0.15576485135135135,0.3822260202702703,0.0808231891891892
2.3789864864864865,0.15561973648648647,0.38644559628378383,0.08065725675675676
2.3963513513513512,0.15564614864864865,0.389714902027027,0.08047698648648649
2.413716216216216,0.15554695608108107,0.39197829054054045,0.08025366216216216
2.4310810810810812,0.1558047837837838,0.39602914189189187,0.08021008108108109
2.448445945945946,0.15557643581081082,0.39919624493243244,0.08006250675675676
2.4658108108108108,0.15547931756756758,0.40180921283783777,0.08013068918918918
2.4831756756756755,0.1561316385135135,0.40560071283783783,0.07974812162162163
2.5005405405405403,0.1556958918918919,0.4087265067567567,0.07970963513513513
2.5179054054054055,0.1558851689189189,0.41148566047297297,0.07967355405405405
2.5352702702702703,0.1563603445945946,0.414924347972973,0.07943299324324324
2.552635135135135,0.15610143243243244,0.4180559290540541,0.07935325675675675
2.57,0.156157,0.4211295,0.078064
2.5873648648648646,0.15636574662162162,0.42435315540540536,0.07903816891891892
2.60472972972973,0.15635086486486485,0.42758145270270276,0.0793067837837838
2.6220945945945946,0.1564654797297297,0.43099669763513515,0.0779766554054054
2.6394594594594594,0.15677235135135134,0.4341031283783784,0.07930854054054053
2.656824324324324,0.15682420270270273,0.4371715743243243,0.0792154054054054
2.674189189189189,0.15683905405405404,0.4406632939189189,0.07951642567567567
2.691554054054054,0.15733489864864866,0.4434232601351351,0.07957321283783783
2.708918918918919,0.1574729189189189,0.4460347162162162,0.07981024324324323
2.7262837837837837,0.15774886486486486,0.4502756216216216,0.07982223986486486
2.7436486486486484,0.15847128378378378,0.4529682804054054,0.07961087837837837
2.7610135135135137,0.15928635472972974,0.4556427145270271,0.07991495945945946
2.7783783783783784,0.15895905405405403,0.4597357432432433,0.07980945945945946
2.795743243243243,0.16033052027027028,0.4620668006756757,0.07998837837837837
2.813108108108108,0.16079281081081082,0.4646381317567567,0.08016263513513514
2.8304729729729727,0.1611645743243243,0.46934913006756757,0.08018631756756757
2.847837837837838,0.16166294594594596,0.4714976486486487,0.08031482432432432
2.8652027027027027,0.16172956081081083,0.4741048462837838,0.08043058783783784
2.8825675675675675,0.16218029054054053,0.4777246824324324,0.08073887837837838
2.8999324324324323,0.16314027702702702,0.4808405726351351,0.08074691554054055
2.917297297297297,0.16326175675675678,0.48358743243243235,0.08068281081081081
2.9346621621621622,0.16343028716216215,0.48667690033783784,0.08069299662162163
2.952027027027027,0.16381110135135135,0.4902120912162162,0.08084673648648649
2.969391891891892,0.1644544695945946,0.49315939695945943,0.08067457432432434
2.9867567567567566,0.1646780810810811,0.4956580945945946,0.08058997297297298
3.0041216216216213,0.16490380405405405,0.49945934628378374,0.08052475
3.0214864864864865,0.16533613513513515,0.5022672804054054,0.08021931081081081
3.0388513513513513,0.1658049864864865,0.5047821469594594,0.08014116891891891
3.056216216216216,0.16609178378378378,0.5086164256756757,0.08007437837837839
3.073581081081081,0.1664207364864865,0.51140825,0.08049486148648649
3.090945945945946,0.1668156216216216,0.5141295506756757,0.0800732635135135
3.108310810810811,0.1670076216216216,0.5172886689189189,0.0800046722972973
3.1256756756756756,0.16761424324324323,0.5206636013513513,0.080241
3.1430405405405404,0.16830208783783782,0.522927133445946,0.0802804695945946
3.160405405405405,0.16967088513513512,0.525848233108108,0.08018837837837839
3.1777702702702704,0.17106746621621624,0.5289399070945946,0.07985988175675676
3.195135135135135,0.17190364864864865,0.5314658175675675,0.07950368918918918
3.2125,0.17274562499999999,0.5341144999999999,0.07866324999999998
3.2298648648648647,0.1733584662162162,0.5372916452702702,0.07963023648648651
3.2472297297297295,0.1742834797297297,0.540208385135135,0.07943985472972971
3.2645945945945947,0.17502843243243243,0.5427444324324324,0.07877016216216211
3.2819594594594594,0.17536549324324324,0.5454329881756756,0.0788277162162162
3.299324324324324,0.17598909459459458,0.5484359797297298,0.07921033783783785
3.316689189189189,0.17668705743243243,0.5515810827702703,0.07888197297297297
3.3340540540540538,0.17670486486486486,0.5537611081081081,0.07793843243243245
3.351418918918919,0.1770763445945946,0.556367554054054,0.0783823614864865
3.3687837837837837,0.1779984189189189,0.5590117939189189,0.077672472972973
3.3861486486486485,0.1783294527027027,0.561030385135135,0.07777352027027026
3.4035135135135133,0.1780559864864865,0.5638747432432432,0.07830075675675674
3.4208783783783785,0.17738679054054055,0.5663796824324323,0.07888768918918919
3.4382432432432433,0.1771454189189189,0.5688583119369369,0.07878191441441441
3.455608108108108,0.17673308783783784,0.5722539836711711,0.07790961936936937
3.472972972972973,0.17636717567567567,0.5746359224960254,0.07787977901430841
3.4903378378378376,0.17621736486486486,0.5769151617647058,0.07813514467408585
3.507702702702703,0.17598205405405404,0.5798514922496025,0.07839051033386327
3.5250675675675676,0.17593239864864865,0.5825741538155804,0.0786458759936407
3.5424324324324323,0.17585495135135135,0.5854694079491256,0.07890124165341812
3.559797297297297,0.17577750405405404,0.5883646620826709,0.07915660731319554
3.577162162162162,0.17556977702702703,0.5910319087837839,0.07941197297297296
3.594527027027027,0.17518800675675675,0.5937434183227346,0.0796673386327504
3.611891891891892,0.1748710810810811,0.5964059920508744,0.07992270429252782
3.6292567567567566,0.1749049527027027,0.5988395252384737,0.08017806995230524
3.6466216216216214,0.1751748783783784,0.6022768141891891,0.07959077702702701
3.6639864864864866,0.17536425,0.6045141317567568,0.08000961148648648
3.6813513513513514,0.17560354054054053,0.6060313648648649,0.08019327027027028
3.698716216216216,0.17616383783783782,0.609335983108108,0.08017826013513514
3.716081081081081,0.17637012162162163,0.6113737027027026,0.08052813513513514
3.7334459459459457,0.17634785472972975,0.6135501858108107,0.08077265540540539
3.750810810810811,0.1772845,0.6160998243243243,0.08129705405405406
3.7681756756756757,0.177959125,0.6180212516891892,0.08173881756756757
3.7855405405405405,0.17975888513513513,0.6200825641891892,0.08221133783783784
3.8029054054054052,0.18038768581081083,0.6229789662162162,0.08255936486486486
3.82027027027027,0.17932652702702703,0.6243548040540541,0.08284078378378378
3.837635135135135,0.18006713851351352,0.6265989712837838,0.08313886486486487
3.855,0.17841325,0.6291605,0.08393825
3.8723648648648648,0.17831907094594596,0.6311277010135135,0.08441118581081081
3.8897297297297295,0.1779083918918919,0.6339415472972972,0.08446143243243244
3.9070945945945943,0.17746882094594596,0.6362492516891891,0.08500089864864864
3.9244594594594595,0.1774593918918919,0.6381572668918919,0.08509806081081081
3.9418243243243243,0.17707641891891893,0.6406760371621621,0.08620188851351351
3.959189189189189,0.17701491891891893,0.6431236891891892,0.08588671621621623
3.976554054054054,0.17699068581081082,0.6451006182432433,0.08593324999999999
3.993918918918919,0.1771897972972973,0.6475131587837838,0.08639464189189189
4.011283783783783,0.1772268445945946,0.6497720320945946,0.08696625337837836
4.028648648648648,0.1774145945945946,0.6521644527027026,0.08783536486486482
4.046013513513514,0.17778102702702706,0.6545182567567568,0.08853784459459463
4.063378378378379,0.17799610135135135,0.6566502331081081,0.0898501554054054
4.080743243243243,0.17831019932432432,0.6583103665540541,0.08988947297297296
4.098108108108108,0.1790163783783784,0.660432391891892,0.08973210810810811
4.115472972972973,0.18084855743243242,0.6622285422297297,0.09104512499999999
4.132837837837838,0.18164477702702703,0.6640638851351351,0.09147685135135135
4.150202702702702,0.1823599493243243,0.6666544695945946,0.09231054391891891
4.167567567567567,0.1823556081081081,0.6686573513513513,0.09279402702702702
4.184932432432432,0.18247445945945945,0.6702280912162162,0.09328006081081078
4.202297297297298,0.1826545945945946,0.6717153513513514,0.0940194391891892
4.219662162162162,0.18256082432432433,0.6729928783783784,0.09473115878378378
4.237027027027027,0.18228997297297297,0.6752523513513513,0.09527329729729729
4.254391891891892,0.18264702027027027,0.6779108817567567,0.09539903378378378
4.271756756756757,0.18309556081081083,0.6795298074324324,0.09572433108108108
4.2891216216216215,0.1833482195945946,0.680801,0.09614344594594594
4.306486486486486,0.18294543243243244,0.6822055135135134,0.09644179729729731
4.323851351351351,0.18261235472972973,0.6841977820945946,0.09690961486486485
4.341216216216216,0.18236290540540542,0.6864155506756756,0.09727113513513513
4.3585810810810806,0.18225503716216215,0.6888184729729729,0.09758717567567567
4.375945945945946,0.182468,0.6902206554054053,0.09795025675675677
4.393310810810811,0.18247561486486485,0.6916261672297297,0.0989021013513514
4.410675675675676,0.18246911486486486,0.693898527027027,0.10103060810810811
4.4280405405405405,0.18255492905405407,0.6956228040540541,0.10053223648648647
4.445405405405405,0.18292613513513512,0.6986525135135134,0.10059954054054053
4.46277027027027,0.18340846283783782,0.7004323733108108,0.10106256081081083
4.480135135135135,0.18366769594594595,0.7016359290540539,0.09993206756756742
4.4975,0.18347075000000002,0.7045116249999999,0.10187100000000002
4.514864864864864,0.1833930945945946,0.7065601013513514,0.10156697297297297
4.53222972972973,0.18335986486486486,0.708814277027027,0.10175016216216216
4.549594594594595,0.18357582432432434,0.7112004527027027,0.10217603378378377
4.56695945945946,0.18368182094594596,0.7127838395270271,0.10201093581081082
4.584324324324324,0.1835099189189189,0.7146831148648649,0.10199524324324324
4.601689189189189,0.1837811216216216,0.7181738902027026,0.1016935472972973
4.619054054054054,0.18387489189189188,0.719922070945946,0.10192662162162161
4.636418918918919,0.18382581756756758,0.7216930625,0.1020041418918919
4.653783783783783,0.1837074864864865,0.7239102094594594,0.10205952702702702
4.671148648648648,0.18360433783783783,0.7260527162162161,0.10208327027027027
4.688513513513513,0.18350362162162162,0.7288180405405404,0.10182189189189192
4.705878378378379,0.18314408783783784,0.7310317286036037,0.10214923310810811
4.723243243243243,0.18285776061776063,0.7330669266409267,0.10191191891891892
4.740608108108108,0.18299568725868726,0.7357479657335908,0.10217282094594594
4.757972972972973,0.18313361389961388,0.7379539237451738,0.10193926351351351
4.775337837837838,0.18327154054054054,0.7402453902027026,0.10234069256756756
4.7927027027027025,0.18338673873873873,0.7424601081081081,0.10245908108108108
4.810067567567567,0.18337863513513514,0.7450981773648648,0.10249833445945947
4.827432432432432,0.18358693918918917,0.7473029324324324,0.10258429054054054
4.844797297297297,0.18380691891891893,0.7498483733108108,0.1025482331081081
4.8621621621621625,0.18362945945945947,0.7523550743243244,0.10305872972972974
4.879527027027027,0.18364348648648648,0.7543171790540542,0.10323324662162162
4.896891891891892,0.1838679054054054,0.7571815912162162,0.10374296621621622
4.914256756756757,0.18389839864864865,0.7591637601351351,0.10403370270270271
4.9316216216216215,0.18403754054054056,0.7612965540540539,0.10411978378378378
4.948986486486486,0.18381251351351352,0.7643174797297296,0.10456165540540541
4.966351351351351,0.18398575,0.7657965236486486,0.1049473243243243
4.983716216216216,0.18418730743243245,0.7674744070945945,0.10573627702702702
5.001081081081081,0.18431327027027028,0.7705497837837837,0.10577717567567568
5.018445945945945,0.18386786148648648,0.7723363682432431,0.10590918243243243
5.035810810810811,0.1842493581081081,0.7745915844594595,0.10620316216216216
5.053175675675676,0.18460299324324325,0.7768310168918919,0.10687208108108111
5.070540540540541,0.184912,0.778988,0.10725135135135136
5.087905405405405,0.184912,0.7808703581081081,0.1070412162162162
5.10527027027027,0.184912,0.7817709493243243,0.10710132432432432
5.122635135135135,0.184912,0.7823674628378379,0.10737385472972973
5.14,0.184912,0.7839575000000001,0.108061
