Tempo (s),Posi��o X (m),Posi��o Y (m)
25.97,0.087634,0.421904
25.99,0.087576,0.422271
26.0,0.087672,0.4228
26.02,0.087681,0.422911
26.04,0.08751,0.423293
26.05,0.087538,0.423455
26.07,0.087838,0.423472
26.09,0.087526,0.424167
26.1,0.087356,0.424461
26.12,0.087505,0.424701
26.14,0.087581,0.424887
26.15,0.087627,0.425138
26.17,0.087528,0.425239
26.19,0.087515,0.425773
26.2,0.087646,0.426152
26.22,0.087423,0.4265
26.24,0.087395,0.426617
26.25,0.087288,0.427015
26.27,0.08746,0.427427
26.29,0.087119,0.427802
26.3,0.086935,0.427827
26.32,0.086767,0.428119
26.34,0.087183,0.428287
26.35,0.086993,0.428572
26.37,0.086948,0.428797
26.39,0.087061,0.429109
26.4,0.087242,0.430108
26.42,0.087323,0.43026
26.44,0.087461,0.430698
26.46,0.087575,0.431002
26.47,0.087641,0.431078
26.49,0.08754,0.431706
26.51,0.087567,0.432205
26.52,0.087923,0.431955
26.54,0.087743,0.432749
26.56,0.087673,0.433164
26.57,0.087508,0.433448
26.59,0.087545,0.433395
26.61,0.087565,0.433986
26.62,0.08767,0.434423
26.64,0.087593,0.434541
26.66,0.087705,0.434778
26.67,0.087531,0.435017
26.69,0.087666,0.435167
26.71,0.087488,0.435304
26.72,0.087632,0.435606
26.74,0.087576,0.436188
26.76,0.087522,0.436391
26.77,0.087479,0.436665
26.79,0.087426,0.437121
26.81,0.087271,0.437239
26.82,0.087258,0.437503
26.84,0.087041,0.438056
26.86,0.087072,0.438173
26.87,0.087188,0.438289
26.89,0.087025,0.438462
26.91,0.087171,0.438683
26.92,0.087025,0.43908
26.94,0.087284,0.439998
26.96,0.087301,0.440147
26.97,0.087318,0.440378
26.99,0.087311,0.440725
27.01,0.087361,0.440907
27.02,0.087378,0.441216
27.04,0.08752,0.441772
27.06,0.087652,0.442222
27.07,0.087366,0.442656
27.09,0.087647,0.442911
27.11,0.087687,0.442995
27.12,0.087744,0.443403
27.14,0.087536,0.443722
27.16,0.087622,0.443995
27.17,0.087674,0.443984
27.19,0.08776,0.444675
27.21,0.087687,0.444763
27.22,0.087666,0.444813
27.24,0.087526,0.44523
27.26,0.087656,0.445267
27.27,0.087536,0.445761
27.29,0.087716,0.445839
27.31,0.087492,0.446239
27.32,0.087635,0.446405
27.34,0.087392,0.446988
27.36,0.087596,0.447276
27.37,0.087325,0.447594
27.39,0.087112,0.447929
27.41,0.087278,0.44806
27.42,0.086983,0.448234
27.44,0.086822,0.448375
27.46,0.08715,0.44862
27.49,0.087634,0.449932
27.51,0.087441,0.450053
27.52,0.087396,0.450206
27.54,0.087515,0.450369
27.56,0.087433,0.450566
27.57,0.087693,0.450716
27.59,0.087444,0.451115
27.61,0.087644,0.451897
27.62,0.087556,0.451864
27.64,0.087565,0.452403
27.66,0.087595,0.452941
27.67,0.087793,0.452884
27.69,0.087749,0.453496
27.71,0.087744,0.45359
27.72,0.087837,0.453694
27.74,0.087748,0.454034
27.76,0.087767,0.454467
27.77,0.08771,0.454545
27.79,0.087725,0.454657
27.81,0.087694,0.454805
27.82,0.087731,0.455084
27.84,0.087515,0.455414
27.86,0.087713,0.455668
27.87,0.0878,0.45622
27.89,0.087629,0.456243
27.91,0.087477,0.456655
27.92,0.087601,0.456741
27.94,0.087627,0.457142
27.96,0.087452,0.457716
27.97,0.08755,0.45767
27.99,0.087321,0.458075
28.01,0.087247,0.458163
28.02,0.087422,0.458391
28.04,0.087194,0.458532
28.09,0.08766,0.460115
28.11,0.087618,0.460235
28.12,0.087716,0.460316
28.14,0.087624,0.46054
28.16,0.08775,0.46074
28.17,0.08765,0.461398
28.19,0.087889,0.461694
28.21,0.087902,0.462143
28.22,0.087887,0.462817
28.24,0.08792,0.462931
28.26,0.087753,0.462943
28.27,0.087747,0.463185
28.29,0.087591,0.463657
28.31,0.087634,0.46403
28.32,0.087653,0.464435
28.34,0.087631,0.464807
28.36,0.087525,0.464786
28.37,0.087436,0.464888
28.39,0.087645,0.465279
28.41,0.087541,0.465546
28.42,0.087652,0.465781
28.44,0.087663,0.46605
28.46,0.087594,0.46635
28.47,0.087531,0.466741
28.49,0.087584,0.46712
28.51,0.087345,0.46769
28.56,0.087151,0.468265
28.59,0.087335,0.468946
28.66,0.087524,0.47063
28.67,0.087589,0.470751
28.69,0.087801,0.471325
28.71,0.087847,0.471594
28.72,0.087945,0.472269
28.74,0.087812,0.472614
28.76,0.087692,0.473025
28.77,0.087923,0.473136
28.79,0.087876,0.473509
28.81,0.087795,0.473704
28.82,0.08798,0.474163
28.84,0.087921,0.474647
28.86,0.087851,0.474788
28.87,0.088022,0.474983
28.89,0.087802,0.47529
28.91,0.087887,0.475556
28.92,0.087742,0.475783
28.94,0.087868,0.476305
28.96,0.087699,0.476814
28.97,0.087757,0.477366
28.99,0.087613,0.47744
29.01,0.087425,0.477751
29.02,0.087622,0.477947
29.16,0.087814,0.480851
29.17,0.087857,0.481196
29.19,0.087686,0.481784
29.21,0.087906,0.482246
29.22,0.087825,0.482321
29.24,0.088006,0.482491
29.26,0.08784,0.482533
29.27,0.087961,0.483174
29.29,0.088094,0.483025
29.31,0.088024,0.483807
29.32,0.087939,0.484236
29.34,0.088002,0.484319
29.36,0.087946,0.484465
29.37,0.088005,0.484906
29.39,0.08794,0.485052
29.41,0.087977,0.485311
29.42,0.087827,0.485737
29.44,0.087834,0.485957
29.46,0.087822,0.486241
29.47,0.087823,0.486861
29.49,0.08782,0.487049
29.51,0.087808,0.487368
29.52,0.087688,0.487684
29.54,0.087551,0.487763
29.69,0.087777,0.491502
29.71,0.087896,0.492121
29.72,0.087906,0.49221
29.74,0.087859,0.493257
29.76,0.087837,0.493202
29.78,0.087861,0.493669
29.79,0.087573,0.494027
29.81,0.087821,0.493832
29.83,0.08791,0.494341
29.84,0.087759,0.4945
29.86,0.087587,0.494643
29.88,0.08788,0.494846
29.89,0.087843,0.495072
29.91,0.087729,0.495309
29.93,0.088029,0.495473
29.94,0.088016,0.495726
29.96,0.088003,0.495915
29.98,0.087905,0.49627
29.99,0.08775,0.496745
30.01,0.087875,0.497083
30.03,0.087631,0.497284
30.04,0.087633,0.497624
30.26,0.088154,0.502085
30.28,0.088257,0.502104
30.29,0.087961,0.502273
30.31,0.088006,0.502953
30.33,0.088243,0.503088
30.34,0.088205,0.503339
30.36,0.088111,0.503181
30.38,0.087859,0.503743
30.39,0.088067,0.50403
30.41,0.088096,0.504667
30.43,0.087648,0.50477
30.51,0.087785,0.505722
30.53,0.087631,0.505939
30.83,0.08779,0.511668
30.84,0.087939,0.51191
30.86,0.087845,0.512533
30.88,0.088082,0.512509
30.89,0.088146,0.512667
30.91,0.08813,0.513108
30.93,0.08802,0.513354
30.94,0.088095,0.5134
30.96,0.08799,0.513618
30.98,0.08791,0.513661
30.99,0.087949,0.514346
31.01,0.087875,0.514368
31.03,0.087855,0.514509
31.04,0.087795,0.514688
31.06,0.087656,0.514971
31.08,0.087874,0.515131
31.09,0.087773,0.515267
31.11,0.087843,0.515815
31.13,0.087729,0.516107
31.14,0.087572,0.516577
31.44,0.08796,0.522352
31.46,0.087995,0.522608
31.48,0.08822,0.523014
31.49,0.08824,0.523286
31.51,0.088233,0.523561
31.53,0.088036,0.524061
31.54,0.088249,0.523794
31.56,0.087909,0.524404
31.58,0.088017,0.524738
31.59,0.088073,0.52489
31.61,0.088042,0.525087
31.63,0.08808,0.525373
31.64,0.087989,0.525484
31.66,0.08803,0.525309
31.68,0.08798,0.525666
31.69,0.087919,0.52584
31.71,0.087848,0.526093
31.73,0.087777,0.526698
31.74,0.087807,0.526611
31.76,0.087874,0.527134
31.78,0.087887,0.527246
31.79,0.087771,0.527528
31.81,0.087405,0.527759
31.83,0.087496,0.527803
31.94,0.087904,0.530218
31.96,0.087744,0.530456
31.98,0.087763,0.530741
31.99,0.087859,0.530697
32.01,0.087886,0.531524
32.03,0.087955,0.531669
32.04,0.087985,0.531836
32.06,0.087959,0.532158
32.08,0.08794,0.532733
32.09,0.088001,0.532794
32.11,0.088008,0.533057
32.13,0.088012,0.532984
32.14,0.088118,0.53319
32.16,0.088178,0.533784
32.18,0.088053,0.53422
32.19,0.087993,0.534392
32.21,0.088015,0.534734
32.23,0.087913,0.534977
32.24,0.087989,0.535113
32.26,0.08798,0.535002
32.28,0.087807,0.53544
32.29,0.087839,0.535525
32.31,0.087784,0.536015
32.33,0.087591,0.536591
32.34,0.087804,0.536717
32.36,0.08781,0.537024
32.38,0.08774,0.537439
32.39,0.087656,0.537584
32.41,0.087897,0.5379
32.43,0.087756,0.538095
32.44,0.087523,0.538272
32.53,0.087799,0.540084
32.54,0.087774,0.540301
32.56,0.087684,0.540322
32.58,0.087769,0.540774
32.59,0.08814,0.540935
32.61,0.088045,0.541223
32.63,0.08801,0.541537
32.64,0.088201,0.542003
32.66,0.088048,0.542315
32.68,0.088151,0.542658
32.69,0.088084,0.542785
32.71,0.088123,0.54314
32.73,0.087985,0.543129
32.74,0.087993,0.543436
32.76,0.088172,0.543653
32.78,0.088038,0.544186
32.79,0.088021,0.544545
32.81,0.087983,0.544594
32.83,0.088106,0.544771
32.84,0.088165,0.545083
32.86,0.088144,0.545199
32.88,0.088125,0.545356
32.89,0.088214,0.545636
32.91,0.088085,0.546029
32.93,0.087993,0.546186
32.94,0.08804,0.546532
32.96,0.087981,0.546935
32.98,0.087917,0.547291
32.99,0.087896,0.547796
33.01,0.087853,0.547927
33.03,0.087814,0.548125
33.04,0.087756,0.548065
33.15,0.087901,0.55025
33.16,0.087896,0.550415
33.18,0.087985,0.550719
33.2,0.088033,0.550822
33.21,0.088015,0.551283
33.23,0.088069,0.551807
33.25,0.088093,0.551935
33.26,0.088109,0.552172
33.28,0.088098,0.552498
33.3,0.087946,0.553176
33.31,0.087752,0.553278
33.33,0.08798,0.553579
33.35,0.088008,0.553552
33.36,0.088088,0.553939
33.38,0.088054,0.554252
33.4,0.088061,0.554582
33.41,0.088084,0.554731
33.43,0.088012,0.554877
33.45,0.08793,0.55513
33.46,0.088001,0.555216
33.48,0.088055,0.555183
33.5,0.087942,0.555703
33.51,0.087958,0.555951
33.53,0.087741,0.556387
33.55,0.08777,0.556403
33.56,0.087824,0.556959
33.58,0.087765,0.557427
33.6,0.087681,0.557554
33.61,0.087675,0.557845
33.63,0.087591,0.557965
33.65,0.087581,0.558132
33.73,0.087696,0.560086
33.8,0.087908,0.560649
33.81,0.087923,0.560912
33.83,0.088097,0.561286
33.85,0.087929,0.561464
33.86,0.087974,0.56199
33.88,0.087776,0.562492
33.9,0.08781,0.562599
33.91,0.087828,0.562426
33.93,0.087878,0.56259
33.95,0.087832,0.563068
33.96,0.087869,0.563212
33.98,0.087869,0.563439
34.0,0.088022,0.564062
34.01,0.088036,0.564313
34.03,0.088027,0.564299
34.05,0.087899,0.564394
34.06,0.087932,0.564662
34.08,0.087936,0.564945
34.1,0.087917,0.56513
34.11,0.087797,0.565459
34.13,0.087848,0.565422
34.15,0.087762,0.565888
34.16,0.087709,0.566096
34.2,0.087419,0.566977
34.21,0.087736,0.567273
34.46,0.087789,0.571098
34.48,0.087628,0.571747
34.5,0.087782,0.572209
34.51,0.087838,0.572641
34.53,0.087741,0.573197
34.55,0.087865,0.573472
34.56,0.087715,0.573516
34.58,0.087898,0.573584
34.6,0.087766,0.573786
34.61,0.087967,0.573636
34.63,0.087655,0.574307
34.65,0.087555,0.574584
34.66,0.087444,0.574783
34.68,0.087577,0.574896
34.7,0.08762,0.575069
34.71,0.087746,0.575111
34.73,0.087464,0.575355
34.75,0.087585,0.575664
34.76,0.087649,0.575664
34.78,0.087648,0.576074
34.8,0.087342,0.576101
34.81,0.087427,0.576341
34.83,0.087102,0.576825
34.85,0.087246,0.576887
34.86,0.087226,0.577287
34.88,0.086627,0.577613
34.9,0.086875,0.57761
34.91,0.087065,0.577719
34.93,0.08692,0.5778
35.13,0.087904,0.58177
35.15,0.087857,0.582288
35.16,0.087996,0.582552
35.18,0.087705,0.582962
35.2,0.087819,0.582938
35.21,0.087872,0.583318
35.23,0.087984,0.583648
35.25,0.088007,0.583567
35.26,0.087868,0.583792
35.28,0.087854,0.584067
35.3,0.087765,0.584085
35.33,0.087556,0.584931
35.35,0.087392,0.584978
35.36,0.087609,0.584975
35.38,0.087687,0.585182
35.91,0.087783,0.592074
35.93,0.087796,0.591867
35.95,0.08784,0.592236
35.96,0.0878,0.592416
35.98,0.087775,0.592709
36.0,0.087624,0.592894
36.01,0.087571,0.593135
36.03,0.087582,0.593014
36.05,0.087479,0.593338
36.06,0.087747,0.593277
36.08,0.087663,0.593769
36.1,0.087525,0.593733
36.11,0.08744,0.593778
36.13,0.087284,0.59399
36.15,0.087364,0.594117
36.16,0.087329,0.594492
36.18,0.08728,0.59459
36.2,0.08751,0.594677
36.21,0.087417,0.594738
36.23,0.086915,0.594956
36.25,0.087325,0.595157
36.26,0.087494,0.595144
36.28,0.087306,0.595241
36.3,0.087486,0.595232
36.31,0.087519,0.595527
36.33,0.08696,0.595646
36.36,0.087525,0.595841
36.4,0.087093,0.596242
36.41,0.087206,0.596525
36.43,0.086848,0.59682
36.45,0.087121,0.59703
36.47,0.087277,0.59698
36.48,0.087089,0.597105
36.5,0.087164,0.597331
36.52,0.087009,0.597423
36.55,0.0869,0.59783
36.6,0.087021,0.597814
36.62,0.086921,0.597998
36.9,0.087829,0.601471
36.93,0.087926,0.602099
36.95,0.08792,0.602131
36.97,0.087705,0.602334
36.98,0.087772,0.602424
37.0,0.087835,0.602666
37.02,0.087838,0.603049
37.03,0.087688,0.602852
37.05,0.0874,0.603239
37.07,0.08768,0.60334
37.08,0.087611,0.603453
37.1,0.087515,0.603661
37.12,0.087457,0.603684
37.13,0.087459,0.603895
37.15,0.087447,0.604194
37.17,0.087252,0.6045
37.18,0.087361,0.604688
37.2,0.087292,0.604667
37.22,0.087335,0.604913
37.23,0.087414,0.605055
37.25,0.087415,0.60508
37.27,0.08701,0.605267
37.28,0.087285,0.605362
37.3,0.087512,0.605325
37.32,0.087464,0.605499
37.33,0.087467,0.605568
37.35,0.087236,0.60578
37.37,0.087038,0.606008
37.38,0.087081,0.606026
37.4,0.087164,0.606288
37.43,0.087349,0.606675
37.45,0.087122,0.607182
37.47,0.08685,0.607039
37.48,0.087464,0.60713
37.5,0.08734,0.607192
37.52,0.087285,0.607361
37.53,0.087261,0.607591
37.55,0.086953,0.607707
37.57,0.086899,0.608069
37.58,0.086764,0.608032
37.6,0.08702,0.608124
37.62,0.086994,0.608086
37.77,0.087226,0.61025
37.85,0.087065,0.611664
37.9,0.087062,0.612401
37.92,0.087077,0.612528
37.93,0.087361,0.61271
37.95,0.087279,0.61302
37.97,0.087548,0.612913
37.98,0.087503,0.613184
38.0,0.087133,0.613247
38.02,0.087514,0.613119
38.03,0.087311,0.613375
38.05,0.087316,0.6134
38.07,0.087332,0.613745
38.08,0.087203,0.613972
38.1,0.087254,0.613964
38.12,0.087396,0.614114
38.13,0.087357,0.614139
38.15,0.087261,0.614407
38.17,0.0872,0.614529
38.18,0.087233,0.614874
38.2,0.087276,0.614874
38.22,0.087344,0.615028
38.23,0.087383,0.614958
38.25,0.087284,0.614878
38.27,0.087629,0.615156
38.28,0.087212,0.61526
38.3,0.087251,0.6155
38.32,0.086869,0.615637
38.33,0.087246,0.61581
38.35,0.087138,0.616148
38.37,0.087297,0.616299
38.38,0.08721,0.616086
38.4,0.086796,0.616675
38.42,0.086827,0.61688
38.43,0.086983,0.616931
38.45,0.086703,0.61713
38.47,0.086677,0.617115
38.48,0.08686,0.617262
38.5,0.086952,0.617348
38.52,0.08695,0.617458
38.53,0.086805,0.617578
38.55,0.086674,0.617874
38.57,0.086691,0.617835
38.58,0.086945,0.617798
38.6,0.08687,0.617974
38.62,0.086855,0.618286
38.63,0.086983,0.618155
38.8,0.08728,0.620465
38.83,0.087467,0.620584
38.85,0.087406,0.620484
38.87,0.087408,0.620872
38.88,0.087445,0.621133
38.9,0.087167,0.620858
38.92,0.087382,0.621601
38.93,0.087503,0.621729
38.95,0.087131,0.622151
38.97,0.087345,0.622392
38.98,0.087397,0.622432
39.0,0.087363,0.622325
39.02,0.087535,0.622474
39.03,0.087509,0.622672
39.05,0.087154,0.622758
39.07,0.087066,0.623321
39.08,0.087281,0.623487
39.1,0.087261,0.623716
39.12,0.08751,0.623562
39.13,0.08737,0.623887
39.15,0.08696,0.624027
39.17,0.087336,0.624017
39.18,0.087121,0.62413
39.2,0.086982,0.624205
39.22,0.087394,0.624656
39.23,0.087407,0.624508
39.25,0.087343,0.624675
39.27,0.087189,0.624677
39.28,0.086898,0.624936
39.3,0.086802,0.625216
39.32,0.087422,0.625047
39.33,0.087007,0.625139
39.35,0.087293,0.625066
39.37,0.0871,0.625328
39.38,0.087074,0.625206
39.4,0.087067,0.625391
39.42,0.087209,0.625529
39.43,0.087416,0.625513
39.45,0.087178,0.625842
39.47,0.086853,0.625866
39.48,0.086952,0.626579
39.5,0.087049,0.626512
39.52,0.086936,0.626519
39.53,0.086965,0.62665
39.55,0.08687,0.626886
39.57,0.086751,0.626757
39.58,0.086757,0.627155
39.6,0.086694,0.627547
39.62,0.086722,0.627169
39.63,0.086858,0.62748
39.65,0.086779,0.627494
39.67,0.08635,0.627852
39.68,0.086406,0.627572
39.7,0.086671,0.627792
39.72,0.086748,0.628015
39.73,0.087085,0.627821
39.75,0.086958,0.628099
39.77,0.086536,0.628314
39.78,0.086596,0.628546
39.82,0.086519,0.628758
39.84,0.086765,0.628887
40.0,0.087242,0.630711
40.04,0.08713,0.631381
40.05,0.087282,0.631517
40.07,0.087236,0.631893
40.09,0.087366,0.631798
40.1,0.087395,0.631898
40.12,0.087362,0.632506
40.14,0.087351,0.63242
40.15,0.087127,0.632587
40.17,0.087212,0.632897
40.19,0.0872,0.632538
40.2,0.087344,0.632973
40.22,0.087227,0.633265
40.24,0.087414,0.632969
40.25,0.087374,0.633377
40.27,0.087091,0.6336
40.29,0.087352,0.633491
40.3,0.087507,0.633711
40.32,0.087398,0.633643
40.34,0.087104,0.634188
40.35,0.087086,0.634241
40.37,0.087034,0.634403
40.39,0.086943,0.634393
40.4,0.087051,0.634731
40.42,0.087008,0.63479
40.44,0.087062,0.634679
40.45,0.087163,0.634756
40.47,0.087045,0.63508
40.49,0.087432,0.634925
40.5,0.086916,0.635436
40.52,0.087251,0.635128
40.54,0.086947,0.635483
40.55,0.087285,0.635479
40.57,0.087071,0.635634
40.59,0.086833,0.635813
40.6,0.087138,0.636001
40.62,0.087082,0.635841
40.64,0.086864,0.636408
40.65,0.087256,0.636533
40.67,0.08666,0.636717
40.69,0.08705,0.636778
40.7,0.087004,0.637045
40.72,0.086979,0.637206
40.74,0.087003,0.63736
40.75,0.086844,0.63754
40.77,0.086534,0.637679
40.79,0.086715,0.637548
40.8,0.086917,0.637876
40.82,0.086655,0.637952
40.84,0.086646,0.638222
40.85,0.086684,0.638117
40.87,0.08661,0.638211
40.89,0.086749,0.638325
40.9,0.086913,0.638635
40.92,0.086706,0.63877
41.05,0.087294,0.640607
41.07,0.087401,0.640864
41.09,0.087383,0.641465
41.1,0.087289,0.64153
41.12,0.087342,0.642092
41.14,0.08725,0.642478
41.15,0.087332,0.642719
41.17,0.087192,0.642765
41.19,0.087455,0.642779
41.2,0.087276,0.643019
41.22,0.087341,0.643189
41.24,0.087458,0.643466
41.25,0.087172,0.643764
41.27,0.087204,0.643871
41.29,0.087374,0.643852
41.3,0.087191,0.643728
41.32,0.087231,0.644028
41.34,0.087187,0.644346
41.35,0.086915,0.644398
41.37,0.086783,0.644775
41.39,0.087182,0.644757
41.4,0.087255,0.645043
41.42,0.087259,0.645068
41.44,0.08691,0.64533
41.45,0.087054,0.645383
41.47,0.086596,0.645743
41.49,0.086396,0.645696
41.5,0.086972,0.645595
41.52,0.086931,0.645984
41.54,0.086739,0.646132
41.55,0.086791,0.646374
41.57,0.086638,0.646651
41.59,0.086472,0.646713
41.6,0.086553,0.646924
41.62,0.086483,0.647291
41.64,0.086662,0.647139
41.65,0.086504,0.64723
41.67,0.086513,0.647432
41.69,0.086261,0.647541
41.7,0.086683,0.647794
41.72,0.086547,0.647885
41.74,0.086346,0.647849
41.75,0.086287,0.648119
41.77,0.086306,0.648187
41.9,0.086966,0.650277
41.94,0.086772,0.650774
41.95,0.086737,0.650711
41.97,0.086753,0.650838
41.99,0.086621,0.65085
42.0,0.086665,0.651481
42.02,0.086836,0.651743
42.04,0.086412,0.652166
42.05,0.086947,0.651876
42.07,0.086431,0.652186
42.09,0.086486,0.652468
42.1,0.086774,0.65274
42.12,0.086585,0.652824
42.14,0.086858,0.652963
42.15,0.086433,0.653276
42.17,0.086542,0.653719
42.19,0.086326,0.653719
42.2,0.086467,0.653602
42.22,0.086418,0.65374
42.24,0.086271,0.654056
42.25,0.086288,0.654007
42.27,0.086356,0.654386
42.29,0.086472,0.654856
42.3,0.086194,0.654619
42.32,0.086215,0.654725
42.34,0.086329,0.654485
42.35,0.08631,0.654806
42.37,0.086003,0.655194
42.39,0.086091,0.655123
42.4,0.085921,0.655204
42.42,0.086128,0.655408
42.44,0.08627,0.655605
42.45,0.086183,0.655816
42.47,0.086193,0.655978
42.49,0.086082,0.655986
42.5,0.085865,0.65654
42.52,0.085948,0.656675
42.54,0.085977,0.656676
42.55,0.086028,0.656792
42.57,0.085839,0.656771
42.59,0.085865,0.657022
42.6,0.08589,0.657221
42.62,0.085837,0.657389
42.64,0.085641,0.65761
42.65,0.085801,0.657611
42.67,0.085891,0.657848
42.69,0.085846,0.65804
42.7,0.085925,0.657921
42.72,0.085577,0.658153
42.74,0.085703,0.658237
42.75,0.085994,0.658607
42.77,0.086185,0.65881
42.79,0.086592,0.659993
42.9,0.086279,0.660817
42.92,0.086027,0.661239
42.97,0.086323,0.662132
42.99,0.086455,0.662315
43.0,0.086188,0.662727
43.02,0.086388,0.662543
43.04,0.08626,0.663179
43.05,0.086254,0.662997
43.07,0.086291,0.663215
43.09,0.08629,0.663193
43.1,0.086354,0.663563
43.12,0.086385,0.663982
43.14,0.086085,0.663764
43.16,0.086612,0.663505
43.17,0.086256,0.663827
43.19,0.086126,0.664156
43.21,0.085982,0.664377
43.22,0.085867,0.664628
43.24,0.085791,0.664936
43.26,0.086063,0.664901
43.27,0.085914,0.665031
43.29,0.086048,0.665093
43.31,0.085832,0.665354
43.32,0.085906,0.665365
43.34,0.085828,0.665665
43.36,0.085884,0.665503
43.37,0.085767,0.665909
43.39,0.085688,0.666062
43.41,0.085684,0.66607
43.42,0.085537,0.66652
43.44,0.08587,0.666576
43.46,0.085728,0.66691
43.47,0.085776,0.666921
43.49,0.085447,0.667232
43.51,0.085538,0.667447
43.52,0.085636,0.667472
43.54,0.085794,0.667428
43.56,0.085611,0.667458
43.57,0.085795,0.667613
43.59,0.085693,0.667819
43.61,0.085645,0.667883
43.62,0.085557,0.6679
43.64,0.085531,0.668184
43.81,0.086197,0.671125
43.82,0.086348,0.670927
43.86,0.086405,0.671324
43.87,0.08616,0.671843
43.89,0.08564,0.671547
43.91,0.085839,0.672036
43.92,0.08623,0.672907
43.94,0.085808,0.673099
43.96,0.085913,0.673111
43.97,0.085989,0.673268
43.99,0.085918,0.67342
44.01,0.086014,0.673569
44.02,0.085961,0.673513
44.04,0.085705,0.673756
44.06,0.085885,0.67402
44.07,0.086004,0.673984
44.09,0.085757,0.673899
44.11,0.085605,0.674331
44.12,0.085755,0.674782
44.14,0.085864,0.674762
44.16,0.085717,0.674793
44.17,0.085632,0.674891
44.19,0.085493,0.675285
44.21,0.085623,0.675276
44.22,0.085357,0.675268
44.24,0.085307,0.675511
44.26,0.085419,0.675562
44.27,0.08522,0.6758
44.29,0.085229,0.676111
44.31,0.085485,0.676148
44.32,0.085446,0.676601
44.34,0.08519,0.67668
44.36,0.085321,0.676588
44.37,0.085171,0.676988
44.39,0.085204,0.677081
44.41,0.085346,0.677087
44.42,0.085326,0.677514
44.44,0.085389,0.677617
44.46,0.085425,0.677593
44.47,0.085218,0.677746
44.49,0.085358,0.677943
44.51,0.085255,0.677983
44.52,0.085168,0.677994
44.54,0.085349,0.678309
44.56,0.085279,0.678518
44.57,0.085303,0.67861
44.72,0.085718,0.680886
44.76,0.085442,0.681672
44.77,0.085732,0.682141
44.79,0.085639,0.682183
44.81,0.08579,0.682187
44.82,0.085856,0.682692
44.84,0.085479,0.682927
44.86,0.085811,0.683016
44.87,0.085652,0.683136
44.89,0.085616,0.683184
44.91,0.085552,0.683948
44.92,0.085468,0.683948
44.94,0.085706,0.683976
44.96,0.085588,0.684004
44.97,0.085724,0.683938
44.99,0.085392,0.684053
45.01,0.085477,0.684575
45.02,0.085204,0.684825
45.04,0.085549,0.684753
45.06,0.0852,0.684764
45.07,0.085054,0.685245
45.09,0.08516,0.685312
45.11,0.085089,0.685289
45.12,0.084996,0.685604
45.14,0.085009,0.686028
45.16,0.084992,0.686078
45.17,0.084975,0.686001
45.19,0.084887,0.686388
45.21,0.085008,0.686367
45.22,0.084988,0.686733
45.24,0.084808,0.687223
45.26,0.084813,0.687173
45.27,0.084871,0.68739
45.29,0.085003,0.687477
45.31,0.085028,0.687598
45.56,0.085517,0.691757
45.57,0.085464,0.691693
45.59,0.08561,0.692119
45.61,0.085769,0.692322
45.62,0.085923,0.692585
45.64,0.085525,0.692585
45.66,0.08574,0.692897
45.67,0.085675,0.693362
45.69,0.085804,0.693157
45.71,0.085415,0.693647
45.72,0.085351,0.69379
45.74,0.085358,0.693648
45.76,0.08528,0.693768
45.77,0.085354,0.694051
45.79,0.085275,0.694305
45.81,0.085422,0.694407
45.82,0.085432,0.694435
45.84,0.0853,0.694711
45.86,0.085078,0.695057
45.87,0.084942,0.695209
45.89,0.085154,0.695375
45.91,0.085161,0.695364
45.92,0.085189,0.695396
45.94,0.085207,0.695686
45.96,0.085242,0.696084
45.97,0.085033,0.696015
45.99,0.084847,0.696201
46.01,0.084813,0.696718
46.02,0.084958,0.696794
46.04,0.084937,0.696966
46.06,0.084949,0.697118
46.07,0.085023,0.69713
46.09,0.084662,0.697512
46.11,0.084766,0.697478
46.12,0.084771,0.697649
46.19,0.085002,0.698219
46.42,0.085468,0.702458
46.44,0.085623,0.70296
46.46,0.085756,0.702636
46.48,0.086065,0.702966
46.49,0.085665,0.703441
46.51,0.085474,0.703523
46.53,0.085339,0.703737
46.54,0.085417,0.703589
46.56,0.085419,0.704043
46.58,0.085253,0.704065
46.59,0.08516,0.703949
46.61,0.085207,0.704875
46.63,0.085348,0.704944
46.64,0.085279,0.705025
46.66,0.085291,0.70494
46.68,0.085314,0.705029
46.69,0.085182,0.705577
46.71,0.08526,0.705364
46.73,0.085155,0.705731
46.76,0.084902,0.706051
46.78,0.084879,0.705835
46.79,0.084941,0.706181
46.81,0.085052,0.706623
46.83,0.084956,0.706924
46.84,0.084731,0.70737
46.86,0.084581,0.707498
46.88,0.084663,0.707511
46.89,0.084806,0.707653
46.91,0.084775,0.707919
46.93,0.084719,0.707939
47.14,0.085503,0.711329
47.16,0.085175,0.711539
47.18,0.085332,0.712075
47.19,0.08539,0.712479
47.21,0.085599,0.712719
47.23,0.085479,0.712737
47.24,0.085509,0.713016
47.26,0.085058,0.713499
47.28,0.085523,0.713556
47.29,0.085268,0.713659
47.31,0.085621,0.713734
47.33,0.085126,0.713996
47.34,0.08519,0.714258
47.36,0.085319,0.714506
47.38,0.085413,0.71472
47.39,0.085537,0.714901
47.41,0.085283,0.715075
47.43,0.085178,0.715228
47.44,0.08524,0.715193
47.46,0.08502,0.715492
47.48,0.084999,0.715691
47.49,0.085083,0.716012
47.51,0.084917,0.716107
47.53,0.084929,0.716197
47.54,0.08465,0.716515
47.56,0.084689,0.716682
